name,tuition,grades,address,religion,state,scraped_at
Temple Christian School,4920.0,PK-12,"982 Brower Rd
Lima, OH 45801
(419) 227-1644",Christian,Ohio,2025-02-13T17:26:59.396202
Risen Christ Lutheran School,4950.0,PK-8,"41 E Possum Rd
Springfield, OH 45502
(937) 323-3688",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:26:59.396202
Golden Bridge Academy,4980.0,PK-6,"71 Town Square
Lima, OH 45801
(419) 222-6858",,Ohio,2025-02-13T17:26:59.396705
St. Mark's Lutheran School,4995.0,PK-8,"5849 Buckwheat Rd
Milford, OH 45150
(513) 575-3354",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:26:59.396705
Eastwood SDA Junior Academy,5000.0,K-8,"6350 S Sunbury Road
Westerville, OH 43081
(614) 794-6350",Seventh Day Adventist,Ohio,2025-02-13T17:26:59.396705
Immaculate Conception School,5000.0,PK-6,"200 W Wayne St
Celina, OH 45822
(419) 586-2379",Catholic,Ohio,2025-02-13T17:26:59.396705
Our Lady Of Lourdes School,5000.0,K-8,"5835 Glenway Ave
Cincinnati, OH 45238
(513) 347-2660",Catholic,Ohio,2025-02-13T17:26:59.397221
Parma Heights Christian Academy,5000.0,K-6,"8971 West Ridgewood Drive
Cleveland, OH 44130
(440) 845-8668",Christian,Ohio,2025-02-13T17:26:59.397221
St. Johns Junior High And High School,5000.0,K-12,"515 East Second Street
Delphos, OH 45833
(419) 692-5371",Catholic,Ohio,2025-02-13T17:26:59.397221
St. Jude School,5000.0,PK-8,"594 Poplar St
Elyria, OH 44035
(440) 366-1681",Catholic,Ohio,2025-02-13T17:26:59.397221
Temple Christian School,5000.0,PK-12,"1617 Ohmer Ave
Dayton, OH 45410
(937) 253-5288",Baptist,Ohio,2025-02-13T17:26:59.397221
St. Columban Elementary School,5075.0,PK-8,"896 Oakland Road
Loveland, OH 45140
(513) 683-7903",Catholic,Ohio,2025-02-13T17:26:59.397221
Cornerstone Christian Academy,5100.0,PK-12,"2846 Som Center Road
Willoughby, OH 44094
(440) 943-9260",Christian,Ohio,2025-02-13T17:26:59.397221
Mater Dei Academy,5200.0,PK-8,"29840 Euclid Ave
Wickliffe, OH 44092
(440) 585-0800",Catholic,Ohio,2025-02-13T17:26:59.397221
St. Francis De Sales School,5200.0,PK-8,"1602 Madison Road
Cincinnati, OH 45206
(513) 961-1953",Catholic,Ohio,2025-02-13T17:26:59.398222
Montessori Center Room,5225.0,PK-K,"2505 Riverside Dr
Cincinnati, OH 45202
(513) 321-3282",,Ohio,2025-02-13T17:26:59.398222
Monclova Christian Academy,5300.0,K-12,"7819 Monclova Rd
Monclova, OH 43542
(419) 866-7630",Baptist,Ohio,2025-02-13T17:26:59.398222
Nativity School,5300.0,K-8,"5936 Ridge Avenue
Cincinnati, OH 45213
(513) 458-6767",Catholic,Ohio,2025-02-13T17:26:59.398222
Shepherd Christian School,5300.0,PK-6,"425 S Hamilton Rd
Columbus, OH 43230
(614) 471-0859",Church of the Nazarene,Ohio,2025-02-13T17:26:59.398222
New Hope Christian Academy,5301.0,PK-12,"2264 Walnut Creek Pike
Circleville, OH 43113
(174) 047-7642",Church of the Nazarene,Ohio,2025-02-13T17:26:59.398222
Lakewood Catholic Academy,5335.0,PK-8,"14808 Lake Avenue
Lakewood, OH 44107
(216) 521-0559",Catholic,Ohio,2025-02-13T17:26:59.398222
St. Francis De Sales School,5400.0,K-8,"20 Desales Ave
Lebanon, OH 45036
(513) 932-6501",Catholic,Ohio,2025-02-13T17:26:59.398222
St. Vincent Ferrer School,5425.0,PK-8,"7754 Montgomery Rd
Cincinnati, OH 45236
(513) 791-6320",Catholic,Ohio,2025-02-13T17:26:59.399238
St. Joseph Parish School,5490.0,PK-8,"1909 3rd St
Cuyahoga Falls, OH 44221
(330) 928-2151",Catholic,Ohio,2025-02-13T17:26:59.399238
Beautiful Savior Lutheran School,5500.0,PK-8,"11981 Pippin Rd
Cincinnati, OH 45231
(513) 825-2290",Wisconsin Evangelical Lutheran Synod,Ohio,2025-02-13T17:26:59.399238
Christian Academy Schools,5500.0,K-12,"2151 W Russell Rd
Sidney, OH 45365
(937) 492-7556",Christian,Ohio,2025-02-13T17:26:59.399238
Immanuel Lutheran School,5500.0,PK-9,"1285 Main St
Hamilton, OH 45013
(513) 895-9212",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:26:59.399238
Mayfair Christian School,5500.0,K-8,"2350 Graybill Rd
Uniontown, OH 44685
(330) 896-3184",Seventh Day Adventist,Ohio,2025-02-13T17:26:59.399238
The Montessori School Of The Mahoning Valley,5500.0,NS-8,"2008 Lynn Ave
Youngstown, OH 44514
(330) 788-4622",,Ohio,2025-02-13T17:26:59.399238
Our Lady Of Mount Carmel Parish School,5500.0,PK-8,"1355 W. 70th Street
Cleveland, OH 44102
(216) 281-7146",Catholic,Ohio,2025-02-13T17:26:59.399238
St. Anthony Of Padua Elementary School,5500.0,K-8,"80 E York St
Akron, OH 44310
(330) 253-6918",Catholic,Ohio,2025-02-13T17:26:59.400238
St. Augustine Elementary School,5500.0,K-8,"195 7th Street Nw
Barberton, OH 44203
(330) 753-6435",Catholic,Ohio,2025-02-13T17:26:59.400238
St. Christopher,5500.0,K-8,"405 E National Rd
Vandalia, OH 45377
(937) 898-5104",Catholic,Ohio,2025-02-13T17:26:59.400238
St. Mary Elementary School,5500.0,PK-8,"401 North St
Chardon, OH 44024
(440) 286-3590",Catholic,Ohio,2025-02-13T17:26:59.400238
St. Mary Elementary School,5500.0,PK-8,"309 E Chestnut St
Lancaster, OH 43130
(740) 654-1632",Catholic,Ohio,2025-02-13T17:26:59.400238
Tree Of Life Christian School-dublin,5515.0,PK-5,"2900 Martin Road
Dublin, OH 43017
(614) 792-2671",Christian,Ohio,2025-02-13T17:26:59.400739
St. Mary Of The Assumption School,5538.0,K-6,"611 Jennings Rd.
Van Wert, OH 45891
(419) 238-5186",Catholic,Ohio,2025-02-13T17:26:59.400739
,,,,,Ohio,2025-02-13T17:26:59.400739
St. Dominic School,5650.0,K-8,"3455 Norwood Road
Beachwood, OH 44122
(216) 561-4400",Catholic,Ohio,2025-02-13T17:27:00.493098
St. Bernadette School,5734.0,PK-8,"1453 Locust Lake Road
Amelia, OH 45102
(513) 753-4744",Catholic,Ohio,2025-02-13T17:27:00.493098
Regina Coeli School,5749.0,PK-5,"733 Fernwood Blvd
Alliance, OH 44601
(330) 823-9239",Catholic,Ohio,2025-02-13T17:27:00.493098
St. John Lutheran School,5900.0,PK-8,"655 Wayne Avenue
Defiance, OH 43512
(419) 782-1751",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:27:00.493098
Milford Christian Academy,6000.0,PK-12,"1365 Woodville Pike
Milford, OH 45150
(513) 575-1708",Baptist,Ohio,2025-02-13T17:27:00.493098
St. Peter's Elementary School,6000.0,PK-6,"63 S Mulberry St
Mansfield, OH 44902
(419) 524-2572",Catholic,Ohio,2025-02-13T17:27:00.493098
Trinity Lutheran School,6000.0,PK-8,"105 Allen St.
Jenera, OH 45841
(419) 326-4685",Wisconsin Evangelical Lutheran Synod,Ohio,2025-02-13T17:27:00.493098
Calumet Christian School,6096.0,NS-8,"2774 Calumet Street
Columbus, OH 43202
(614) 261-8136",Christian,Ohio,2025-02-13T17:27:00.493098
Our Shepherd Lutheran School,6135.0,K-8,"508 Mentor Ave
Painesville, OH 44077
(440) 357-7776",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:27:00.494603
St. John Lutheran School,6150.0,PK-8,"16035 County Road U
Napoleon, OH 43545
(419) 598-8702",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:27:00.494603
St. Mary School,6150.0,PK-8,"700 S. Third Street
Columbus, OH 43206
(614) 444-8994",Catholic,Ohio,2025-02-13T17:27:00.494603
St. Helen Catholic Elementary School,6165.0,PK-8,"5086 Burkhardt Road
Dayton, OH 45431
(937) 256-1761",Catholic,Ohio,2025-02-13T17:27:00.494603
St. Joseph Elementary School,6165.0,PK-8,"175 Saint Joseph Dr
Amherst, OH 44001
(440) 988-4244",Catholic,Ohio,2025-02-13T17:27:00.494603
St. Peter School,6165.0,PK-8,"3601 Oberlin Ave
Lorain, OH 44053
(440) 282-9909",Catholic,Ohio,2025-02-13T17:27:00.494603
Salem Christian Academy,6165.0,K-12,"6500 Southway Rd.
Clayton, OH 45315
(937) 836-9910",Christian,Ohio,2025-02-13T17:27:00.494603
Summit Christian School,6165.0,K-8,"3313 Northampton Road
Cuyahoga Falls, OH 44223
(330) 762-3382",Christian,Ohio,2025-02-13T17:27:00.494603
Zanesville Adventist School,6165.0,K-8,"824 Taylor St
Zanesville, OH 43701
(740) 453-6050",Seventh Day Adventist,Ohio,2025-02-13T17:27:00.495609
Royalmont Academy,6166.0,PK-12,"200 Northcrest Drive
Mason, OH 45040
(513) 754-0555",Catholic,Ohio,2025-02-13T17:27:00.495609
St. Mary Of The Assumption School,6166.0,PK-8,"8540 Mentor Ave
Mentor, OH 44060
(440) 255-9781",Catholic,Ohio,2025-02-13T17:27:00.495609
St. Rocco School,6166.0,PK-8,"3205 Fulton Rd
Cleveland, OH 44109
(216) 961-8557",Catholic,Ohio,2025-02-13T17:27:00.495609
Incarnate Word Academy,6200.0,PK-8,"6620 Pearl Road
Cleveland, OH 44130
(440) 842-6818",Catholic,Ohio,2025-02-13T17:27:00.496112
St. Joseph Catholic School,6200.0,PK-8,"333 N Thoman Street
Crestline, OH 44827
(419) 683-1284",Catholic,Ohio,2025-02-13T17:27:00.496112
Saints Joseph & John Interparochial School,6200.0,NS-8,"12580 Pearl Rd
Strongsville, OH 44136
(440) 238-4877",Catholic,Ohio,2025-02-13T17:27:00.496112
St. Vincent de Paul Elementary School,6250.0,PK-8,"17 S Maple St
Akron, OH 44303
(330) 762-5912",Catholic,Ohio,2025-02-13T17:27:00.496112
Communion Of Saints School,6300.0,PK-8,"2160 Stillman Rd
Cleveland, OH 44118
(216) 932-4177",Catholic,Ohio,2025-02-13T17:27:00.496112
Shekinah Christian School,6384.0,K-12,"10040 Lafayette Plain City Rd
Plain City, OH 43064
(614) 873-3130",Mennonite,Ohio,2025-02-13T17:27:00.496112
St. Margaret Of York Elementary School,6395.0,K-8,"9495 Columbia Road
Loveland, OH 45140
(513) 697-3100",Catholic,Ohio,2025-02-13T17:27:00.496112
Lial Catholic School,6400.0,NS-8,"5700 Davis Road
Whitehouse, OH 43571
(419) 877-5167",Catholic,Ohio,2025-02-13T17:27:00.496112
Celeryville Christian School,6425.0,PK-12,"4200 Broadway Rd
Willard, OH 44890
(419) 935-3633",Christian,Ohio,2025-02-13T17:27:00.497117
Central Baptist Academy,6466.0,K-8,"7645 Winton Road
Cincinnati, OH 45224
(513) 521-5481",Baptist,Ohio,2025-02-13T17:27:00.497117
St. Mary School,6500.0,PK-8,"265 Baker Street
Berea, OH 44017
(440) 243-4555",Catholic,Ohio,2025-02-13T17:27:00.497117
Seton Catholic School,6525.0,PK-8,"6923 Stow Road
Hudson, OH 44236
(330) 342-4200",Catholic,Ohio,2025-02-13T17:27:00.497117
Lake Center Christian School,6570.0,PK-12,"12893 Kaufman Ave.
Hartville, OH 44632
(330) 877-2049",Mennonite,Ohio,2025-02-13T17:27:00.497117
Liberty Christian Academy,6600.0,PK-12,"10447 Refugee Road, SW
Pataskala, OH 43062
(740) 964-2211",Christian,Ohio,2025-02-13T17:27:00.497117
St. Benedict Catholic School,6600.0,NS-8,"13633 Rockside Road
Cleveland, OH 44125
(216) 662-9380",Catholic,Ohio,2025-02-13T17:27:00.497117
One School,6700.0,NS-8,"817 N Hamilton Rd
Columbus, OH 43230
(614) 536-6101",Assembly of God,Ohio,2025-02-13T17:27:00.497117
Heritage Christian School,6750.0,PK-8,"2107 6th Street SW
Canton, OH 44706
(330) 452-8271",Christian,Ohio,2025-02-13T17:27:00.497117
Gloria Dei Montessori School,6800.0,PK-9,"615 Shiloh Drive
Dayton, OH 45415
(937) 274-7195",,Ohio,2025-02-13T17:27:00.497117
John F Kennedy Catholic School Upper Campus,6800.0,6-12,"Upper Campus - 2550 Central Parkway Ave Se
Warren, OH 44484
(330) 369-1801",Catholic,Ohio,2025-02-13T17:27:00.498270
Ss. Robert and William Catholic School,6850.0,PK-8,"351 E. 260th St.
Euclid, OH 44132
(216) 731-3060",Catholic,Ohio,2025-02-13T17:27:00.498270
Saint Rita School,6930.0,NS-8,"33200 Baldwin Rd
Solon, OH 44139
(440) 248-1350",Catholic,Ohio,2025-02-13T17:27:00.498270
Alexandria Montessori School,7000.0,K-5,"175 East Franklin Street
Dayton, OH 45459
(937) 435-5392",,Ohio,2025-02-13T17:27:00.498270
St. Sebastian Parish School,7000.0,PK-8,"500 Mull Ave
Akron, OH 44320
(330) 836-9107",Catholic,Ohio,2025-02-13T17:27:00.498270
Miracle City Academy,7100.0,PK-12,"204 Commercial Blvd
Piketon, OH 45661
(740) 289-2787",,Ohio,2025-02-13T17:27:00.498270
Valley Christian Academy,7100.0,PK-5,"1037 East Blvd
Aurora, OH 44202
(330) 562-8191",Christian,Ohio,2025-02-13T17:27:00.498270
Granville Christian Academy,7150.0,K-12,"1820 Newark Granville Road
Granville, OH 43023
(740) 587-4423",Baptist,Ohio,2025-02-13T17:27:00.498270
St. Charles Preparatory School,7190.0,9-12,"2010 E Broad St
Columbus, OH 43209
(380) 209-2222",Catholic,Ohio,2025-02-13T17:27:00.498270
St. Paul Westlake,7400.0,NS-8,"27981 Detroit Rd
Westlake, OH 44145
(440) 835-3051",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:27:00.498270
Central Catholic High School,7500.0,9-12,"4824 Tuscarawas St W
Canton, OH 44708
(330) 478-2131",Catholic,Ohio,2025-02-13T17:27:00.498270
Fairfield Christian Academy,7500.0,PK-12,"1965 North Columbus Street
Lancaster, OH 43130
(740) 654-2889",Christian,Ohio,2025-02-13T17:27:00.498270
Gilead Christian School-elementary,7500.0,PK-12,"220 S Main Street
Mount Gilead, OH 43338
(419) 946-5990",Christian,Ohio,2025-02-13T17:27:00.499781
Harvest Preparatory School,7500.0,PK-12,"4595 Gender Rd
Canal Winchester, OH 43110
(614) 382-1111",Christian,Ohio,2025-02-13T17:27:00.499781
Emmanuel Christian School,7644.0,K-12,"4607 W Laskey Road
Toledo, OH 43623
(419) 885-3558",Baptist,Ohio,2025-02-13T17:27:00.499781
Madison Christian School,7650.0,PK-12,"3565 Bixby Rd
Groveport, OH 43125
(614) 497-3456",Christian,Ohio,2025-02-13T17:27:00.499781
Montessori School Of Bowling Green,7784.0,NS-9,"515 Sand Ridge Rd
Bowling Green, OH 43402
(419) 352-4203",,Ohio,2025-02-13T17:27:00.500298
Operation Rebirth Christian Academy,7800.0,6-12,"1638 Apple Rd
Saint Paris, OH 43072
(937) 663-5765",Christian,Ohio,2025-02-13T17:27:00.500298
Our Lady Of The Elms Elementary School,8000.0,PK-5,"1375 W Exchange St
Akron, OH 44313
(330) 752-2505",Catholic,Ohio,2025-02-13T17:27:00.500298
St. Peter's High School,8000.0,7-12,"104 W 1st St
Mansfield, OH 44902
(419) 524-2572",Catholic,Ohio,2025-02-13T17:27:00.500298
Clintonville Academy,8044.0,PK-8,"3916 Indianola Avenue
Columbus, OH 43214
(614) 267-4799",,Ohio,2025-02-13T17:27:00.500298
Cuyahoga Valley Christian Academy,8085.0,6-12,"4687 Wyoga Lake Rd
Stow, OH 44224
(330) 929-0575",Christian,Ohio,2025-02-13T17:27:00.500298
Calvary Christian School,8165.0,PK-12,"1673 County Road 9
Bellefontaine, OH 43311
(937) 599-4879",Christian,Ohio,2025-02-13T17:27:00.500298
Westshore Montessori School,8200.0,NS-PK,"26536 Detroit Rd
Westlake, OH 44145
(440) 899-7911",,Ohio,2025-02-13T17:27:00.500298
Grove City Christian School,8240.0,PK-12,"4750 Hoover Rd
Grove City, OH 43123
(614) 875-3000",Church of the Nazarene,Ohio,2025-02-13T17:27:00.501303
Ursuline High School,8250.0,9-12,"750 Wick Ave
Youngstown, OH 44505
(330) 744-4563",Catholic,Ohio,2025-02-13T17:27:00.501303
Liberty Bible Academy,8376.0,NS-12,"4900 Old Irwin Simpson Road
Mason, OH 45040
(513) 754-1234",Christian,Ohio,2025-02-13T17:27:00.501303
Depaul Cristo Rey High School,8407.0,9-12,"3440 Central Parkway
Cincinnati, OH 45225
(513) 861-0600",Catholic,Ohio,2025-02-13T17:27:00.501303
Lehman Catholic High School,8475.0,9-12,"2400 St Marys Road
Sidney, OH 45365
(937) 498-1161",Catholic,Ohio,2025-02-13T17:27:00.501303
Bishop Flaget School,8500.0,NS-8,"570 Parsons Ave
Chillicothe, OH 45601
(740) 774-2970",Catholic,Ohio,2025-02-13T17:27:00.501303
Cleveland Central Catholic High School,8500.0,9-12,"6550 Baxter Avenue
Cleveland, OH 44105
(360) 931-7831",Catholic,Ohio,2025-02-13T17:27:00.501303
Discovery School,8500.0,PK-6,"855 Millsboro Road
Mansfield, OH 44903
(419) 756-8880",,Ohio,2025-02-13T17:27:00.501303
Legacy Christian Academy,8500.0,PK-12,"1101 Wesley Ave
Xenia, OH 45385
(937) 352-1640",Christian,Ohio,2025-02-13T17:27:00.502299
Metro Catholic School,8500.0,PK-8,"1910 W 54th St
Cleveland, OH 44102
(216) 281-4044",Catholic,Ohio,2025-02-13T17:27:00.502299
Ridgewood School,8600.0,PK-8,"2420 Saint Paris Pike
Springfield, OH 45504
(937) 399-8900",,Ohio,2025-02-13T17:27:00.502299
Toledo Christian Schools,8650.0,PK-12,"2303 Brookford Dr
Toledo, OH 43614
(419) 389-8700",Christian,Ohio,2025-02-13T17:27:00.502299
St. Francis De Sales High School,8900.0,9-12,"4212 Karl Rd
Columbus, OH 43224
(614) 267-7808",Catholic,Ohio,2025-02-13T17:27:00.502802
The Antioch School,9598.0,PK-6,"1160 Corry Street
Yellow Springs, OH 45387
(937) 767-6742",,Ohio,2025-02-13T17:27:00.502802
Decolores Montessori School,9666.0,PK-9,"312 Central Avenue
Greenville, OH 45331
(937) 547-1334",,Ohio,2025-02-13T17:27:00.502802
Bishop Ready High School,9800.0,9-12,"707 Salisbury Rd
Columbus, OH 43204
(614) 276-5263",Catholic,Ohio,2025-02-13T17:27:00.502802
Elder High School,9800.0,9-12,"3900 Vincent Avenue
Cincinnati, OH 45205
(513) 921-3744",Catholic,Ohio,2025-02-13T17:27:00.503303
Emmanuel Christian Academy,9800.0,PK-12,"2177 Emmanuel Way
Springfield, OH 45502
(937) 390-3777",Christian,Ohio,2025-02-13T17:27:00.503303
Genoa Christian Academy,10000.0,PK-12,"7562 Lewis Center Rd
Westerville, OH 43082
(740) 965-5433",Baptist,Ohio,2025-02-13T17:27:00.503303
Westside Christian Academy,10000.0,PK-12,"23096 Center Ridge Rd
Westlake, OH 44145
(440) 331-1300",Christian,Ohio,2025-02-13T17:27:00.503303
Lake Catholic High School,10200.0,9-12,"6733 Reynolds Road
Mentor, OH 44060
(440) 578-1020",Catholic,Ohio,2025-02-13T17:27:00.503303
Villa Angela-St Joseph High School,10200.0,9-12,"18491 Lake Shore Boulevard
Cleveland, OH 44119
(216) 481-8414",Catholic,Ohio,2025-02-13T17:27:00.503303
Tree Of Life Christian Schools,10308.0,PK-12,"935 Northridge Rd.
Columbus, OH 43224
(614) 263-2688",Christian,Ohio,2025-02-13T17:27:00.503303
Mcguffey Montessori School,10350.0,PK-8,"51258 Westgate Drive
Oxford, OH 45056
(513) 523-7742",,Ohio,2025-02-13T17:27:00.503303
Hebrew Academy Of Cleveland,10750.0,PK-12,"1860 S Taylor Rd
Cleveland, OH 44118
(216) 321-5838",Jewish,Ohio,2025-02-13T17:27:00.504308
Mercy Mcauley High School,10950.0,9-12,"6000 Oakwood Ave
Cincinnati, OH 45224
(513) 681-1800",Catholic,Ohio,2025-02-13T17:27:00.504308
Archbishop Alter High School,10975.0,9-12,"940 E David Rd
Dayton, OH 45429
(937) 434-4434",Catholic,Ohio,2025-02-13T17:27:00.504308
Bethany School,10980.0,K-8,"555 Albion Ave.
Cincinnati, OH 45246
(513) 771-7462",Episcopal,Ohio,2025-02-13T17:27:00.504308
Carroll High School,11000.0,9-12,"4524 Linden Ave
Dayton, OH 45432
(937) 253-8188",Catholic,Ohio,2025-02-13T17:27:00.504812
Central Montessori Academy,11000.0,NS-6,"1904 Springdale Road
Cincinnati, OH 45231
(513) 742-5800",,Ohio,2025-02-13T17:27:00.504812
Mansion Day School,11184.0,NS-5,"72 Woodland Avenue
Columbus, OH 43203
(614) 258-4449",,Ohio,2025-02-13T17:27:00.504812
Acton Academy Columbus,11300.0,K-8,"5762 Wilcox Rd
Dublin, OH 43016
(614) 603-7227",,Ohio,2025-02-13T17:27:00.504812
Archbishop Hoban High School,11350.0,9-12,"1 Holy Cross Blvd
Akron, OH 44306
(330) 773-6658",Catholic,Ohio,2025-02-13T17:27:00.505313
Cleveland Montessori,11550.0,PK-8,"12510 Mayfield Rd
Cleveland, OH 44106
(216) 421-0700",Catholic,Ohio,2025-02-13T17:27:00.505313
Lutheran High School West,11650.0,9-12,"3850 Linden Road
Rocky River, OH 44116
(440) 333-1660",Lutheran Church Missouri Synod,Ohio,2025-02-13T17:27:00.505313
St. Ursula Villa School,11980.0,NS-8,"3660 Vineyard Place
Cincinnati, OH 45226
(513) 871-7218",Catholic,Ohio,2025-02-13T17:27:00.505313
Birchwood School of Hawken,12000.0,PK-8,"4400 West 140th Street
Cleveland, OH 44135
(216) 251-2321",,Ohio,2025-02-13T17:27:00.505818
Bishop Watterson High School,12000.0,9-12,"99 E Cooke Rd
Columbus, OH 43214
(614) 268-8671",Catholic,Ohio,2025-02-13T17:27:00.505818
,,,,,Ohio,2025-02-13T17:27:00.505818
Cincinnati Hebrew Day School,12000.0,PK-12,"2222 Losantiville Ave
Cincinnati, OH 45237
(513) 351-7777",Jewish,Ohio,2025-02-13T17:27:01.553367
Purcell Marian High School,12000.0,9-12,"2935 Hackberry Street
Cincinnati, OH 45206
(513) 751-1230",Catholic,Ohio,2025-02-13T17:27:01.553367
Ruffing Montessori School,12000.0,NS-8,"3380 Fairmount Boulevard
Cleveland, OH 44118
(216) 321-7571",,Ohio,2025-02-13T17:27:01.553367
Our Lady Of The Elms School,12100.0,PK-12,"1375 W Exchange St
Akron, OH 44313
(330) 867-0880",Catholic,Ohio,2025-02-13T17:27:01.553367
Gross Schechter Day School,12300.0,PK-8,"27601 Fairmount Blvd
Cleveland, OH 44124
(216) 763-1400",Jewish,Ohio,2025-02-13T17:27:01.553367
Mars Hill Academy,12300.0,PK-12,"4230 Aero Drive
Mason, OH 45040
(513) 770-3223",Presbyterian,Ohio,2025-02-13T17:27:01.554368
Walsh Jesuit High School,12300.0,9-12,"4550 Wyoga Lake Road
Stow, OH 44224
(330) 929-4205",Catholic,Ohio,2025-02-13T17:27:01.554368
Bishop Fenwick High School,12400.0,9-12,"4855 St. Rt. 122
Franklin, OH 45005
(513) 428-0525",Catholic,Ohio,2025-02-13T17:27:01.554368
St. Francis de Sales School,12450.0,7-12,"2323 W Bancroft St
Toledo, OH 43607
(419) 531-1618",Catholic,Ohio,2025-02-13T17:27:01.554368
Cincinnati Christian Schools,12480.0,PK-12,"7474 Morris Rd
Hamilton, OH 45011
(513) 892-8500",Christian,Ohio,2025-02-13T17:27:01.554869
Spring Garden Waldorf School,13000.0,PK-8,"1791 Jacoby Road
Akron, OH 44321
(330) 666-0574",,Ohio,2025-02-13T17:27:01.554869
St. Vincent-St. Mary High School,13100.0,9-12,"15 N Maple St
Akron, OH 44303
(330) 253-9113",Catholic,Ohio,2025-02-13T17:27:01.554869
St. Xavier High School,13320.0,9-12,"600 N Bend Rd
Cincinnati, OH 45224
(513) 761-7600",Catholic,Ohio,2025-02-13T17:27:01.554869
Urban Community School,13500.0,NS-8,"4909 Lorain Ave
Cleveland, OH 44102
(216) 939-8330",Catholic,Ohio,2025-02-13T17:27:01.555369
